,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
0,0.6968225836753845,0.7424576282501221,0.6678475737571716,0.7428776025772095,0.8131650686264038,0.7098293900489807,0.8233127593994141,0.6785230040550232,0.7196882367134094,0.7019938826560974,0.7105126976966858,0.7919663190841675,0.7124087810516357,0.6752970218658447,0.6908397078514099,0.6900917887687683,0.7261854410171509,0.6440120935440063,0.7116089463233948,0.6926760673522949,0.7061108350753784,0.8740627765655518,0.6673282384872437,0.6829708814620972,0.7298387289047241,0.6703664660453796,0.7107058763504028,0.6789987087249756,0.7703499794006348,0.7420967817306519,0.6738611459732056,0.6632171869277954,0.7112328410148621,0.6893364787101746,0.6784728765487671,0.6919274926185608,0.7200764417648315,0.6882607936859131,0.6876035928726196,0.7051471471786499,0.6378572583198547,0.7284225225448608,0.7649015784263611,0.7162052392959595,0.7085512280464172,0.7082288861274719,0.7373330593109131,0.7561582326889038,0.7008952498435974,0.6858081221580505,0.7677569389343262,0.7013939023017883,0.7318820357322693,0.6866864562034607,0.6977047920227051,0.7674813270568848,0.6829018592834473,0.6950724124908447,0.6821240186691284,0.7842088937759399,0.6773848533630371,0.7007286548614502,0.6960968971252441,0.6560168266296387,0.7527511119842529,0.7810317277908325,0.6912268996238708,0.6896589398384094,0.728354811668396,0.7108257412910461,0.9084488153457642,0.7132165431976318,0.7557508945465088,0.7013900876045227,0.7541321516036987,0.7519680857658386,0.8208285570144653,0.6642778515815735,0.6885268688201904,0.7973802089691162,0.697836697101593,0.8489550948143005,0.7083740234375,0.6843065619468689,0.6652501821517944,0.7197508215904236,0.727644145488739,0.8499006032943726,0.7066748738288879,0.661369264125824,0.7577492594718933,0.7682241797447205,0.6929065585136414,0.6482223272323608,0.8751610517501831,0.659624457359314,0.6974035501480103,0.7142350673675537,0.7304311394691467,0.7842434644699097,0.8210777044296265,0.6619694232940674,0.7083486318588257,0.6858912110328674,0.9446053504943848,0.7013592720031738,0.723763108253479,0.6686943173408508,0.699392557144165
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1.160089135169983,1.141201734542847,0.8018498420715332,1.1297837495803833,0.8463808298110962,0.9748092889785768,1.473423957824707,0.871100902557373,0.8993093967437744,1.413731575012207,0.9006103277206421,1.0163630247116089,1.0412399768829346,0.9958957433700562,0.8302699327468872,0.9183146953582764,0.804838240146637,1.4820687770843506,1.5390820503234863,1.3507977724075315,0.747815728187561,1.0734646320343018,0.7645251750946045,0.9422838687896729,0.8830034732818604,0.8228680491447449,1.0231883525848389,0.849143922328949,1.158515453338623,0.8977607488632202,0.7177792191505432,1.2158433198928833,0.945820927619934,0.845084547996521,0.8100561499595642,1.265148639678955,1.076575517654419,0.8139724135398865,1.388882398605347,1.079389214515686,0.7056371569633484,1.0013887882232666,1.0410597324371338,2.45212197303772,0.8500061631202698,0.94953054189682,1.0429980754852295,1.967298150062561,0.9235183000564576,0.8649271130561829,0.7600401043891907,1.5382208824157717,1.0054054260253906,1.1529632806777954,2.286191701889038,1.201282024383545,1.08014976978302,0.8393010497093201,0.7847880721092224,1.023624300956726,0.9656510949134828,0.8847587704658508,0.8478859663009644,1.069536209106445,1.0928634405136108,0.8650860786437988,1.078089952468872,0.9281018972396852,1.1734462976455688,1.8009027242660522,0.778199315071106,1.1460328102111816,1.069467544555664,1.860526442527771,2.2061431407928467,1.2084803581237793,0.8564140200614929,1.2315716743469238,1.317131757736206,1.0672284364700315,0.7480930089950562,1.9755061864852903,0.9843627214431764,1.2317538261413574,1.1402615308761597,1.228397250175476,1.1288588047027588,1.6778242588043213,0.9919888377189636,0.8142629265785217,1.193864345550537,1.7254823446273804,1.1536931991577148,1.5441148281097412,0.8939615488052368,0.8925487995147705,1.4287707805633545,0.8607637286186218,0.9428593516349792,1.567735195159912,1.2863274812698364,0.7880734801292419,1.0591148138046265,1.85076105594635,1.920814514160156,0.903014063835144,1.8131489753723145,1.1859614849090576,1.363707423210144
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
