,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.2833052276559865,0.424114671163575,0.290893760539629,0.2445193929173693,0.3069139966273187,0.3608768971332209,0.4064080944350758,0.4013490725126475,0.2849915682967959,0.3735244519392917,0.5084317032040472,0.5059021922428331,0.4957841483979764,0.3128161888701518,0.3153456998313659,0.5016863406408094,0.311973018549747,0.2765598650927487,0.4924114671163575,0.3667790893760539,0.4005059021922428,0.2883642495784148,0.3583473861720067,0.4932546374367622,0.5370994940978078,0.3836424957841484,0.2487352445193929,0.3313659359190556,0.2394603709949409,0.3541315345699831,0.2774030354131535,0.46964586846543,0.3718381112984823,0.4839797639123103,0.545531197301855,0.393760539629005,0.3465430016863406,0.3541315345699831,0.46964586846543,0.4266441821247892,0.4198988195615514,0.4822934232715008,0.3962900505902192,0.372681281618887,0.2681281618887015,0.2622259696458685,0.3777403035413153,0.5463743676222597,0.4477234401349072,0.4097807757166947
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5328836424957841,0.581787521079258,0.5109612141652614,0.2571669477234401,0.5295109612141653,0.3743676222596964,0.3347386172006745,0.5632377740303541,0.3220910623946037,0.4645868465430017,0.515177065767285,0.3094435075885329,0.3701517706576728,0.515177065767285,0.5202360876897133,0.5337268128161888,0.266441821247892,0.3381112984822934,0.5463743676222597,0.3279932546374368,0.3456998313659359,0.4991568296795953,0.4983136593591905,0.53035413153457,0.5438448566610455,0.5598650927487352,0.3752107925801012,0.2613827993254637,0.4898819561551433,0.2807757166947723,0.4772344013490725,0.3010118043844856,0.5564924114671164,0.5379426644182125,0.5050590219224284,0.5699831365935919,0.5860033726812817,0.3971332209106239,0.5370994940978078,0.4013490725126475,0.4772344013490725,0.4704890387858347,0.4165261382799325,0.53035413153457,0.3473861720067454,0.4688026981450253,0.5564924114671164,0.56070826306914,0.3195615514333895,0.4139966273187184
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
