,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.2833052276559865,0.424114671163575,0.290893760539629,0.2445193929173693,0.3069139966273187,0.3608768971332209,0.4064080944350758,0.4013490725126475,0.2849915682967959,0.3735244519392917,0.5084317032040472,0.5059021922428331,0.4957841483979764,0.3128161888701518,0.3153456998313659,0.5016863406408094,0.311973018549747,0.2765598650927487,0.4924114671163575,0.3667790893760539,0.4005059021922428,0.2883642495784148,0.3583473861720067,0.4932546374367622,0.5370994940978078,0.3836424957841484,0.2487352445193929,0.3313659359190556,0.2394603709949409,0.3541315345699831,0.2774030354131535,0.46964586846543,0.3718381112984823,0.4839797639123103,0.545531197301855,0.393760539629005,0.3465430016863406,0.3541315345699831,0.46964586846543,0.4266441821247892,0.4198988195615514,0.4822934232715008,0.3962900505902192,0.372681281618887,0.2681281618887015,0.2622259696458685,0.3777403035413153,0.5463743676222597,0.4477234401349072,0.4097807757166947
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.5404721753794266,0.2554806070826307,0.5084317032040472,0.5657672849915683,0.4443507588532883,0.4738617200674536,0.5075885328836425,0.4645868465430017,0.5016863406408094,0.4831365935919056,0.4974704890387858,0.5632377740303541,0.5632377740303541,0.4957841483979764,0.4983136593591905,0.4148397976391231,0.5657672849915683,0.5497470489038786,0.5801011804384486,0.3414839797639123,0.4831365935919056,0.5775716694772344,0.5666104553119731,0.4780775716694772,0.3861720067453625,0.5522765598650927,0.5261382799325464,0.5075885328836425,0.5666104553119731,0.490725126475548,0.4148397976391231,0.5379426644182125,0.5033726812816189,0.5362563237774031,0.5708263069139966,0.5489038785834739,0.5463743676222597,0.5295109612141653,0.5202360876897133,0.454468802698145,0.56070826306914,0.4856661045531197,0.5640809443507588,0.5640809443507588,0.5101180438448567,0.572512647554806,0.3625632377740304,0.5623946037099494,0.5480607082630692,0.5126475548060708
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
